row_id,Produit Commercial,Substance Active,eu_overall_status,eu_status_details,substance_unit_1,substance_normalized_1,candidate_1_1,score_1_1,candidate_1_1_status,candidate_1_1_url,candidate_1_2,score_1_2,candidate_1_2_status,candidate_1_2_url,candidate_1_3,score_1_3,candidate_1_3_status,candidate_1_3_url,candidate_1_4,score_1_4,candidate_1_4_status,candidate_1_4_url,candidate_1_5,score_1_5,candidate_1_5_status,candidate_1_5_url,review_decision_1,review_match_name_1,review_notes_1,substance_unit_2,substance_normalized_2,candidate_2_1,score_2_1,candidate_2_1_status,candidate_2_1_url,candidate_2_2,score_2_2,candidate_2_2_status,candidate_2_2_url,candidate_2_3,score_2_3,candidate_2_3_status,candidate_2_3_url,candidate_2_4,score_2_4,candidate_2_4_status,candidate_2_4_url,candidate_2_5,score_2_5,candidate_2_5_status,candidate_2_5_url,review_decision_2,review_match_name_2,review_notes_2,substance_unit_3,substance_normalized_3,candidate_3_1,score_3_1,candidate_3_1_status,candidate_3_1_url,candidate_3_2,score_3_2,candidate_3_2_status,candidate_3_2_url,candidate_3_3,score_3_3,candidate_3_3_status,candidate_3_3_url,candidate_3_4,score_3_4,candidate_3_4_status,candidate_3_4_url,candidate_3_5,score_3_5,candidate_3_5_status,candidate_3_5_url,review_decision_3,review_match_name_3,review_notes_3,substance_unit_4,substance_normalized_4,candidate_4_1,score_4_1,candidate_4_1_status,candidate_4_1_url,candidate_4_2,score_4_2,candidate_4_2_status,candidate_4_2_url,candidate_4_3,score_4_3,candidate_4_3_status,candidate_4_3_url,candidate_4_4,score_4_4,candidate_4_4_status,candidate_4_4_url,candidate_4_5,score_4_5,candidate_4_5_status,candidate_4_5_url,review_decision_4,review_match_name_4,review_notes_4
588,Isomexx,Metsulfuron Méthyl,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,metsulfuron methyl:Unresolved(score=94.0),metsulfuron methyl,metsulfuron methyl,Metsulfuron-methyl,94.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=880,Methyl decanoate (CAS 110-42-9),86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=221,Methyl octanoate (CAS 111-11-5),86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=847,Fatty acids C8-C10 methyl esters (CAS 85566-26-3) (Methyl octanoate (CAS 111-11-5); Methyl decanoate (CAS 110-42-9)),86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=114,Demeton-S-methyl sulphone,52.9,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=604,review_accept_high_score,,,cloquintocet-2mexyl,cloquintocet-2mexyl,DNOC,68,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=693,Metalaxyl,64,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1318,Quintozene,63,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1110,,,,,,,,,review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Metsy WG,Metsulfuron Méthyl,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,metsulfuron methyl:Unresolved(score=94.0),metsulfuron methyl,metsulfuron methyl,Metsulfuron-methyl,94.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=880,Methyl decanoate (CAS 110-42-9),86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=221,Methyl octanoate (CAS 111-11-5),86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=847,Fatty acids C8-C10 methyl esters (CAS 85566-26-3) (Methyl octanoate (CAS 111-11-5); Methyl decanoate (CAS 110-42-9)),86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=114,Demeton-S-methyl sulphone,52.9,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=604,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Traxos 45 EC,Pinoxaden + Clodinafop-propargyl+ Cloquintocet-mexyl,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,pinoxaden:Pinoxaden(Approved) | clodinafop-propargyl:Unresolved(score=90.0) | cloquintocet-mexyl:Unresolved(score=68.0),pinoxaden,pinoxaden,,,,,,,,,,,,,,,,,,,,,review_accept_high_score,,,flumetsulame,flumetsulame,,,,,,,,,,,,,,,,,,,,,accept,Flumetsulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Swipe,Pinoxaden + Clodinafop-propargyl+ Florasulam,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,pinoxaden:Pinoxaden(Approved) | clodinafop-propargyl:Unresolved(score=90.0) | florasulam:Florasulam(Approved),pinoxaden,pinoxaden,,,,,,,,,,,,,,,,,,,,,review_accept_high_score,,,iodosulfuron,iodosulfuron,,,,,,,,,,,,,,,,,,,,,accept,Iodosulfuron,,mefenpyr diethyl,mefenpyr diethyl,Thymol,72,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1082,Methomyl,69,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=218,Ethylene,69,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=98,Mefenacet,64,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=822,Fomesafen,64,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=743,review,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Axial 045 EC,Pinoxaden + Cloquintocet-méxyl,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,pinoxaden:Pinoxaden(Approved) | cloquintocet-mexyl:Unresolved(score=68.0),pinoxaden,pinoxaden,,,,,,,,,,,,,,,,,,,,,review_accept_high_score,,,iodosulfuron-methyl,iodosulfuron-methyl,Iodosulfuron,90,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=231,Halosulfuron-methyl,84,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=83,Metsulfuron-methyl,81,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=880,Thifensulfuron-methyl,80,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=842,Triflusulfuron (formerly Triflusulfuron-methyl),79,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=179,accept,Iodosulfuron,,mefenpyr diethyl,mefenpyr diethyl,Thymol,72,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1082,Methomyl,69,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=218,Ethylene,69,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=98,Mefenacet,64,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=822,Fomesafen,64,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=743,review,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Axial pratic,Pinoxaden + Cloquintocet-méxyl,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,pinoxaden:Pinoxaden(Approved) | cloquintocet-mexyl:Unresolved(score=68.0),pinoxaden,pinoxaden,,,,,,,,,,,,,,,,,,,,,review_accept_high_score,,,iodosulfuron methyl sodium,iodosulfuron methyl sodium,Iodosulfuron,90,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=231,2-Phenylphenol (incl. sodium salt orthophenyl phenol),86,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1013,Methyl bromide,86,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=220,Sodium propionate,86,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1158,Thiosultap sodium,86,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=808,accept,Iodosulfuron,,mefenpyr diethyl safener,mefenpyr diethyl safener,Beer,68,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1415,Tebufenpyrad,65,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1374,Mefenacet,64,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=822,Fomesafen,64,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=743,Cyenopyrafen,64,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=679,review,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Navigator,Pinoxaden + Florasulam + Safener (cloquintocet- mexyl),NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,pinoxaden:Pinoxaden(Approved) | florasulam:Florasulam(Approved) | safener cloquintocet-mexyl:Unresolved(score=68.0),pinoxaden,pinoxaden,,,,,,,,,,,,,,,,,,,,,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,Gipsy,Thifensulfuron-methyl + Tribuneron-methyl,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,thifensulfuron-methyl:Thifensulfuron-methyl(Approved) | tribuneron-methyl:Unresolved(score=77.0),thifensulfuron-methyl,thifensulfuron-methyl,,,,,,,,,,,,,,,,,,,,,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,GIB GRO,Acide gibberellique,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,acid gibberellique:Unresolved(score=86.0),acid gibberellique,acid gibberellique,Folic acid,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=741,Fatty acids / Isobutyric acid,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1000,Pelargonic acid (CAS 112-05-0),86.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=959,Lactic acid,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=995,Amino acids: gamma aminobutyric acid,82.5,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=331,review_accept_high_score,,,florasulam,florasulam,,,,,,,,,,,,,,,,,,,,,accept,Florasulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,FENGIB EC,Acide gibbérellique +phenothiol,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,acid gibberellique:Unresolved(score=86.0) | phenothiol:Unresolved(score=81.0),acid gibberellique,acid gibberellique,Folic acid,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=741,Fatty acids / Isobutyric acid,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1000,Pelargonic acid (CAS 112-05-0),86.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=959,Lactic acid,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=995,Amino acids: gamma aminobutyric acid,82.5,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=331,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,FENGIB MAX EC,Acide gibbérellique +phenothiol,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,acid gibberellique:Unresolved(score=86.0) | phenothiol:Unresolved(score=81.0),acid gibberellique,acid gibberellique,Folic acid,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=741,Fatty acids / Isobutyric acid,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1000,Pelargonic acid (CAS 112-05-0),86.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=959,Lactic acid,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=995,Amino acids: gamma aminobutyric acid,82.5,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=331,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Blossom protect,Aurebasidium pillulan (2 souches) : DSM 14940 + DSM 14941,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,aurebasidium pillulan 2 souches dsm 14940:Unresolved(score=86.0) | dsm 14941:Unresolved(score=90.0),aurebasidium pillulan 2 souches dsm 14940,aurebasidium pillulan 2 souches dsm 14940,"Ethyl 2,4-decadienoate",86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=97,"2,4,5-T",86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=393,"2,3,6-TBA",86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=827,"Phlebiopsis gigantea strains FOC PG B20/5, B22/SP1190/3.2, B22/SP1287/3.1, BU 3, BU 4, SH 1, SP log 5, SP log 6, and 97/1062/116/1.1",86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1426,"2,4-DB",86.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=395,review_accept_high_score,,,florasulam,florasulam,,,,,,,,,,,,,,,,,,,,,accept,Florasulam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,Dazitol,Capsaicine + Ally Isothiocyanate,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,capsaicine:Unresolved(score=72.0) | ally isothiocyanate:Unresolved(score=84.1),capsaicine,capsaicine,TCA,72.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=777,Papaine,71.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=940,"Capsicum annuum L. var. annuum, longum group, cayenne, extract (Oleoresins capsicum)",69.7,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1277,Zineb,68.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1317,Capsicum oleoresin,68.0,Pending,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1508,review_accept_high_score,,,b 99,b 99,Inpyrfluxam (S-2399 ),60,Pending,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1267,Methiocarb (aka mercaptodimethur),45,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=217,Carbon dioxide (basic substance),45,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1454,"(E,Z)-9-Dodecen-1-yl acetate",45,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1331,Fusarium sp. L13,45,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1283,review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Magnet Med,"Deltametrine + Acetate d’ammonium + Trimethylamine HCl + 1,4diaminobutane (=Putrescine)",NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,deltametrine:Unresolved(score=92.0) | ammonium acetate:Ammonium Acetate(Not approved) | trimethylamine hcl:Unresolved(score=86.0) | 1 4diaminobutane putrescine:Unresolved(score=93.0),deltametrine,deltametrine,Deltamethrin,92.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=602,Ametryn,77.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=329,Matrine,77.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1244,Tetramethrin,75.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=793,Gelatine,70.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=762,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,MOSKISAN TRAP (PIEGES) « KILLDISC + BIOLURE »,"Cypermethrine + Acetate d’ammonium + TrimethylamineHCl + 1,4-diaminobutane (=Putrescine)",NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,"cypermethrin:Permethrin(Not approved) | ammonium acetate:Ammonium Acetate(Not approved) | trimethylaminehcl:Unresolved(score=82.0) | 1 4-diaminobutane putrescine:Putrescine (1,4-Diaminobutane)(Not approved)",cypermethrin,cypermethrin,,,,,,,,,,,,,,,,,,,,,review_accept_high_score,,,naphoxy 2acetamide,naphoxy 2acetamide,2-Naphthyloxyacetamide,80,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=408,Carbetamide,76,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=507,Cetrimide,74,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=519,Acetamiprid,72,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1050,,,,,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,LastFly Ceratitis,-Sels d’ammonium et amines : 8.57 g/diffuseur(Acetate d’ammonium91% + Hydrochlorure de trimethylamine 8.6% + Diaminoalcane 0.4%) -Ferag 1D TM (insecticide) : DDVP 0.32 g/diffuseur soit 6.9%).,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,-sels d ammonium:Unresolved(score=86.2) | amines acetate d ammonium91:Unresolved(score=86.0) | trimethylamine hydrochloride:Trimethylamine hydrochloride(Not approved) | diaminoalcane-ferag 1d tm ddvp soit:Unresolved(score=72.0),-sels d ammonium,-sels d ammonium,Aluminium ammonium sulphate,86.2,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=326,Quaternary ammonium compounds,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1103,Octyldecyldimethyl ammonium chloride,85.5,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=917,Alkyltrimethyl ammonium chloride,85.5,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=320,Dioctyldimethyl ammonium chloride,85.5,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1394,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,,Trimethylamine HCl +,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,trimethylamine hcl:Unresolved(score=86.0),trimethylamine hcl,trimethylamine hcl,Trimethylamine hydrochloride,86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=182,Cinmethylin,74.0,Pending,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1421,"1,3,7-trimethylxanthine (caffeine)",72.5,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1432,Methomyl,68.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=218,Fosamine,66.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=750,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,,"1,4-diaminobutane",NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,1 4-diaminobutane:Unresolved(score=90.0),1 4-diaminobutane,1 4-diaminobutane,"Putrescine (1,4-Diaminobutane)",90.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1086,"1,3,7-trimethylxanthine (caffeine)",86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1432,"2,6,6-Trimethylbicyclo[3.1.1]hept-2-ene (alpha-Pinen)",86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=397,"3,7,7-Trimethylbicyclo[4.1.0]hept-3-ene (3-Carene)",86.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1035,Mild Pepino Mosaic Virus isolate VX 1,86.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1288,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692,,(Putrescine) +,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,putrescine:Unresolved(score=90.0),putrescine,putrescine,"Putrescine (1,4-Diaminobutane)",90.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1086,Zineb,68.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1317,Urea,68.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=187,Trinexapac (aka cimetacarb),60.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=183,Resins and polymers,60.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1121,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,,DDVP,NOT_FOUND_OR_NEEDS_MANUAL_REVIEW,ddvp:Unresolved(score=57.0),ddvp,ddvp,DDT,57.0,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=600,DADZ  (zinc-dimethylditiocarbamate),55.6,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=597,Dodecyl acetate (SCLP Acetates),51.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=837,Dimethenamid-P,51.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=641,Dodecan-1-ol (SCLP Alcohols),51.0,Approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1064,review_accept_high_score,,,phenothiol,phenothiol,Carbophenothion,81,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=512,Phenothrin (aka Sumithrin),76,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=974,Pyridaphenthion,76,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1096,Phenols,71,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=1388,Phenthoate,70,Not approved,https://ec.europa.eu/food/plant/pesticides/eu-pesticides-database/active-substances/?event=as.details&as_id=849,review_accept_high_score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
