SUBSTANCE(S) ACTIVE(S),P.COMM,SOCIÉTÉ,FABRICANT,SUBSTANCE_ACTIVE_1,SUBSTANCE_UNIT_1,SUBSTANCE_Corr_1,SUBSTANCE_ACTIVE_2,SUBSTANCE_UNIT_2,SUBSTANCE_Corr_2,SUBSTANCE_ACTIVE_3,SUBSTANCE_UNIT_3,SUBSTANCE_Corr_3,SUBSTANCE_ACTIVE_4,SUBSTANCE_UNIT_4,SUBSTANCE_Corr_4,SOCIÉTÉ_CANONIQUE,FABRICANT_CANONIQUE,Status_Glb
IMIDACLOPRIDE,CONFIDOR,PROMOCHIMIE,BAYER CROPSCIENCE,IMIDACLOPRIDE,IMIDACLOPRIDE,IMIDACHLOPRIDE,,,,,,,,,,PROMOCHIMIE,BAYER CROPSCIENCE,Not Approved
IMIDACLOPRIDE + LAMBDA-CYHALOTHRINE,KILTER,BIOPROTECTION,NUFARM,IMIDACLOPRIDE,IMIDACLOPRIDE,IMIDACHLOPRIDE,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,BIOPROTECTION,NUFARM,Not Approved
INDAZIFLAM,ALION 500 SC,PROMOCHIMIE,BAYER,INDAZIFLAM,INDAZIFLAM,INDAZIFLAM,,,,,,,,,,PROMOCHIMIE,BAYER,Not Approved
INDOXACARB,HOPROLE XTRA,DELTA AGRICOLE PLUS,SHANDONG WEIFANG RAINBOW CHEMICAL,INDOXACARB,INDOXACARB,INDOXACARB,,,,,,,,,,DELTA PLUS,SHANDONG WEIFANG RAINBOW,Not Approved
INDOXACARB,INDO SUPER SC,STÉ ELKHADRA,NINGBO SUNJOY AGROSCIENCE CO .LTD,INDOXACARB,INDOXACARB,INDOXACARB,,,,,,,,,,STE ELKHADRA,NINGBO SUNJOY AGROSCIENCE,Not Approved
INDOXACARB,INDOXAL XTRA WDG,AGRINOVA,AGROBEATS TECH CHINE,INDOXACARB,INDOXACARB,INDOXACARB,,,,,,,,,,AGRINOVA,AGROBEATS TECH CHINE,Not Approved
INDOXACARB,PIXEL SC,FERTITECH,TOPAGRO BIOSCIENCE,INDOXACARB,INDOXACARB,INDOXACARB,,,,,,,,,,FERTITECH,TOPAGRO BIOSCIENCE,Not Approved
INDOXACARB,POTER,PROTAGRI,NANJING AGROCHEMICA L,INDOXACARB,INDOXACARB,INDOXACARB,,,,,,,,,,PROTAGRI,NANJING AGROCHEMICA L,Not Approved
INDOXACARB,VEROX WDG,SANABEL AGRO,AGROBEATS TECH CHINE,INDOXACARB,INDOXACARB,INDOXACARB,,,,,,,,,,SANABEL AGRO,AGROBEATS TECH CHINE,Not Approved
INDOXACARBE,AVAUNT,SEPCM,DU PONT/FMC,INDOXACARBE,INDOXACARBE,INDOXACARB,,,,,,,,,,SEPCM,DU PONT FMC,Not Approved
INDOXACARBE,OXAL SC,NEGANOR,JINGBOAGROCHEMICALS TECHNOLOGIE,INDOXACARBE,INDOXACARBE,INDOXACARB,,,,,,,,,,NEGANOR,JINGBOAGROCHEMICALS TECHNOLOGIE,Not Approved
INDOXACARBE,STARCARB,SSCC,GARDA CHEMICAL,INDOXACARBE,INDOXACARBE,INDOXACARB,,,,,,,,,,SSCC,GARDA,Not Approved
INDOXACARBE,TALENT 150 SC,ETS MEZGHANI,ASTRACHEM,INDOXACARBE,INDOXACARBE,INDOXACARB,,,,,,,,,,ETS MEZGHANI,ASTRACHEM,Not Approved
INDOXACARBE,VAULENT,TASMID,ASTRACHEM,INDOXACARBE,INDOXACARBE,INDOXACARB,,,,,,,,,,TASMID,ASTRACHEM,Not Approved
IODOSULFURON +MESOSULFURON +MEFENPYR,ATLANTIS,ATLAS AGRICOLE,BAYER CROPSCIENCE,IODOSULFURON,IODOSULFURON,IODOSULFURON,MESOSULFURON,MESOSULFURON,MESOSULFURON-METHYL (MESOMAX),MEFENPYR,MEFENPYR,MEFENPYR,,,,ATLAS,BAYER CROPSCIENCE,
IPRODIONE,APRODONE,LIEN AGRICOLE,SHARDA,IPRODIONE,IPRODIONE,IPRODIONE,,,,,,,,,,LIEN,SHARDA,Not Approved
IPRODIONE,CLUSTER,RAYEN PHYTAGRI,DIACHEM S.P.A,IPRODIONE,IPRODIONE,IPRODIONE,,,,,,,,,,RAYEN PHYTAGRI,DIACHEM S P A,Not Approved
IPRODIONE,DRIZA WG,EL KHADRA,INDSUTRIAS,IPRODIONE,IPRODIONE,IPRODIONE,,,,,,,,,,EL KHADRA,INDSUTRIAS,Not Approved
IPRODIONE,FUGIX SC,EL KHADRA,SIPCAM INAGRA,IPRODIONE,IPRODIONE,IPRODIONE,,,,,,,,,,EL KHADRA,SIPCAM INAGRA,Not Approved
IPRODIONE,ICARO,INNOVA,SIPCAM INAGRA,IPRODIONE,IPRODIONE,IPRODIONE,,,,,,,,,,INNOVA,SIPCAM INAGRA,Not Approved
IPRODIONE,ROVRALAQUAFLO,COTUGRAIN IMPEX,FMC,IPRODIONE,IPRODIONE,IPRODIONE,,,,,,,,,,COTUGRAIN IMPEX,FMC,Not Approved
IPRODIONE,SABUESO,AGRIPROTEC,PROPLAN,IPRODIONE,IPRODIONE,IPRODIONE,,,,,,,,,,AGRIPROTEC,PROPLAN,Not Approved
IPRODIONE,SINPRO SC,SANABEL AGRO,SINON,IPRODIONE,IPRODIONE,IPRODIONE,,,,,,,,,,SANABEL AGRO,SINON,Not Approved
IPROVALICARBE + OXYCHLORURE DE CUIVRE,POSITRON 49,ATLAS AGRICOLE,BAYER CROPSCIENCE,IPROVALICARBE,IPROVALICARBE,IPROVALICARBE,OXYCHLORURE DE CUIVRE,OXYCHLORURE DE CUIVRE,OXYCHLORURE DE CUIVRE,,,,,,,ATLAS,BAYER CROPSCIENCE,
ISOFETAMID,KENJA SC,AGRIPROTEC,ISK BIOSCIENCES EUROPE N.V(FABRICANT)/UPL(FOURNISSEUR),ISOFETAMID,ISOFETAMID,ISOFETAMID,,,,,,,,,,AGRIPROTEC,ISK BIOSCIENCES EUROPE N V FABRICANT UPL FOURNISSEUR,
KEROMONE 42.5 ML ACETATE D'ETHYLE,WEEVIL MAGNET (KEROMONE),BIOPROTECTION,CHEMTICA INTERNATIONAL,KEROMONE 42.5 ML ACETATE D'ETHYLE,KEROMONE 42.5 ML ACETATE D'ETHYLE,ACETATE D'ETHYLE,,,,,,,,,,BIOPROTECTION,CHEMTICA INTERNATIONAL,
KINETIN,X-CYTE SL,NUTRIPLANT,STOLLER EUROPE,KINETIN,KINETIN,KINETIN,,,,,,,,,,NUTRIPLANT,STOLLER EUROPE,
KREOXIM-METHYL,SUGOBY WG,RAYEN PHYTAGRI,"LAINCO ,S,A/ESPAGNE",KREOXIM-METHYL,KREOXIM-METHYL,KREOXIM-METHYL,,,,,,,,,,RAYEN PHYTAGRI,LAINCO S A ESPAGNE,
KRÉSOXIM-METHYL + DIFENOCONAZOLE,DECIBEL MAX WG,AGROSYSTEMES,ASCENZA GRO S.APORTUGAL,KRÉSOXIM-METHYL,KRÉSOXIM-METHYL,KREOXIM-METHYL,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,AGROSYSTEMES,ASCENZA GRO S APORTUGAL,
KRÉSOXIM-MÉTHYL,ALLIAGE DF,AGRIMATCO,BASF,KRÉSOXIM-MÉTHYL,KRÉSOXIM-MÉTHYL,KREOXIM-METHYL,,,,,,,,,,AGRIMATCO,BASF,
KRÉSOXIM-MÉTHYL,ARIANE WG,FERTITECH,HANGZHOU TOPAGRO BIOSCIENCE/CHINE,KRÉSOXIM-MÉTHYL,KRÉSOXIM-MÉTHYL,KREOXIM-METHYL,,,,,,,,,,FERTITECH,HANGZHOU TOPAGRO BIOSCIENCE CHINE,
KRÉSOXIM-MÉTHYL,KRESOXYSTAR 350SC,ETS MEZGHANI,ANHUI HUAXING CHEMICAL INDUSTRY CO.LTD/CHINE(NANJINGAGROCHEM,KRÉSOXIM-MÉTHYL,KRÉSOXIM-MÉTHYL,KREOXIM-METHYL,,,,,,,,,,ETS MEZGHANI,ANHUI HUAXING INDUSTRY CHINE NANJINGAGROCHEM,
KRÉSOXIM-MÉTHYL,QUIMERA WG,EL KHADRA,INDUSTRIAS AFRAZA/ALBAUGH EUROPE SARL,KRÉSOXIM-MÉTHYL,KRÉSOXIM-MÉTHYL,KREOXIM-METHYL,,,,,,,,,,EL KHADRA,INDUSTRIAS AFRAZA ALBAUGH EUROPE,
KRÉSOXIM-MÉTHYL,STROBY DF,STIMA,BASF,KRÉSOXIM-MÉTHYL,KRÉSOXIM-MÉTHYL,KREOXIM-METHYL,,,,,,,,,,STIMA,BASF,
LAMBADA CYHALOTHRINE,KAISO 5%,EL MOUSSEM AGRICOLE,NUFARM,LAMBADA CYHALOTHRINE,LAMBADA CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,EL MOUSSEM,NUFARM,
LAMBADA CYHALOTHRINE,KEMPO EG,BIOPROTECTION,NUFARM,LAMBADA CYHALOTHRINE,LAMBADA CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,BIOPROTECTION,NUFARM,
LAMBDA CYHALOTHRIN,JUDO,STIMA,SHARDA,LAMBDA CYHALOTHRIN,LAMBDA CYHALOTHRIN,LAMBADA CYHALOTHRINE,,,,,,,,,,STIMA,SHARDA,
LAMBDA CYHALOTHRIN,POWER WDG,FERTITECH,SHARDA,LAMBDA CYHALOTHRIN,LAMBDA CYHALOTHRIN,LAMBADA CYHALOTHRINE,,,,,,,,,,FERTITECH,SHARDA,
LAMBDA-CYHALOTHRINE,ALLEYA ME,EL KHADRA,AUGUST INC/CORPORATE,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,EL KHADRA,AUGUST CORPORATE,
LAMBDA-CYHALOTHRINE,BREAK ME SC,EL KHADRA,AUGUST INC/CORPORATE,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,EL KHADRA,AUGUST CORPORATE,
LAMBDA-CYHALOTHRINE,EXPERT,SANABEL AGRO,SHARDA WORLDWIDE,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,SANABEL AGRO,SHARDA WORLDWIDE,
LAMBDA-CYHALOTHRINE,JACKPOT,SANABEL AGRO,ROTAM AGROCHEMICALS,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,SANABEL AGRO,ROTAM,
LAMBDA-CYHALOTHRINE,KARATÉ 10 CS ZEON,AGRIPROTEC,SYNGENTA,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,AGRIPROTEC,SYNGENTA,
LAMBDA-CYHALOTHRINE,KUNG FU,SOLAGRI,SYNGENTA,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,SOLAGRI,SYNGENTA,
LAMBDA-CYHALOTHRINE,LAMBDATROL,AGRIPROTEC,SIPCAM INAGRA,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,AGRIPROTEC,SIPCAM INAGRA,
LAMBDA-CYHALOTHRINE,MARKATE,AMINCO,GLOBACHEM,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,AMINCO,GLOBACHEM,
LAMBDA-CYHALOTHRINE,POINTER100 CS,INNOVA,SIPCAM INAGRA,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,INNOVA,SIPCAM INAGRA,
LAMBDA-CYHALOTHRINE,RAVANE,AGROSYSTEMES,GLOBACHEM,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,AGROSYSTEMES,GLOBACHEM,
LAMBDA-CYHALOTHRINE,SIAL ME,NEGANOR FFT,AUGUST INC/CORPORATE,LAMBDA-CYHALOTHRINE,LAMBDA-CYHALOTHRINE,LAMBADA CYHALOTHRINE,,,,,,,,,,NEGANOR FFT,AUGUST CORPORATE,
LAMINARIN,VACCIPLANT,EL MOUSSEM,GOEMAR SAS/ARYSTA/UPL,LAMINARIN,LAMINARIN,LAMINARIN,,,,,,,,,,EL MOUSSEM,GOEMAR ARYSTA UPL,
LENACIL,VENZAR,SEPCM,FMC,LENACIL,LENACIL,LENACIL,,,,,,,,,,SEPCM,FMC,
LINURON,AFALON 50 L SC,SEPCM,AAKO BV,LINURON,LINURON,LINURON,,,,,,,,,,SEPCM,AAKO BV,Not Approved
LUFENURON,CIGNA 50 EC,COTUGRAIN IMPEX,SYNGENTA,LUFENURON,LUFENURON,LUFENURON,,,,,,,,,,COTUGRAIN IMPEX,SYNGENTA,Not Approved
LUFENURON,LIBERO,NEGANOR,JINGBO AGROCHEMICALS,LUFENURON,LUFENURON,LUFENURON,,,,,,,,,,NEGANOR,JINGBO,Not Approved
MALATHION,FYFANON 50,SEPCM,CHEMINOVA,MALATHION,MALATHION,MALATHION,,,,,,,,,,SEPCM,CHEMINOVA,
MALATHION,KEYTHION,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,MALATHION,MALATHION,MALATHION,,,,,,,,,,ETS MEZGHANI,INDUSTRIAL QUIMICA KEY,
MALATHION,MALATHION 96,SEPCM,CHEMINOVA,MALATHION,MALATHION,MALATHION,,,,,,,,,,SEPCM,CHEMINOVA,
MANCOZÉBE,MANCOFLASH,RAYEN PHYTAGRI,INDOFIL,MANCOZÉBE,MANCOZÉBE,MANCOZEBE,,,,,,,,,,RAYEN PHYTAGRI,INDOFIL,Not Approved
MANCOZÈBE,MAYNOZEBE,AMINCO,AGRIA SA,MANCOZÈBE,MANCOZÈBE,MANCOZEBE,,,,,,,,,,AMINCO,AGRIA SA,Not Approved
MANCOZÈBE,TRIZIMAN 80,AGRIPROTEC,UPL,MANCOZÈBE,MANCOZÈBE,MANCOZEBE,,,,,,,,,,AGRIPROTEC,UPL,Not Approved
MANDIPROPAMID + OXATHIAPIPROLIN,ORONDIS ULTRA280 SC,COTUGRAIN,SYNGENTA CROP PROTECTION,MANDIPROPAMID,MANDIPROPAMID,MANDIPROPAMIDE,OXATHIAPIPROLIN,OXATHIAPIPROLIN,OXATHIAPIPROLIN,,,,,,,COTUGRAIN,SYNGENTA,
MANDIPROPAMIDE,AMPHORE SC,SOLAGRI,SYNGENTA,MANDIPROPAMIDE,MANDIPROPAMIDE,MANDIPROPAMIDE,,,,,,,,,,SOLAGRI,SYNGENTA,
MANDIPROPAMIDE,REVUS 250 SC,EL MOUSSEM AGRICOLE,SYNGENTA,MANDIPROPAMIDE,MANDIPROPAMIDE,MANDIPROPAMIDE,,,,,,,,,,EL MOUSSEM,SYNGENTA,
MANDIPROPAMIDE + CHLOROTHALONIL,CARIAL OPTI,BIOPROTECTION,SYNGENTA,MANDIPROPAMIDE,MANDIPROPAMIDE,MANDIPROPAMIDE,CHLOROTHALONIL,CHLOROTHALONIL,CHLOROTHALONIL,,,,,,,BIOPROTECTION,SYNGENTA,Not Approved
MANDIPROPAMIDE + DIFENOCONAZOLE,CARIAL TOP,BIOPROTECTION,SYNGENTA,MANDIPROPAMIDE,MANDIPROPAMIDE,MANDIPROPAMIDE,DIFENOCONAZOLE,DIFENOCONAZOLE,DIFENOCONAZOLE,,,,,,,BIOPROTECTION,SYNGENTA,
MANDIPROPAMIDE + MANCOZEBE,AMPHORE GOLD WG,SOLAGRI,SYNGENTA,MANDIPROPAMIDE,MANDIPROPAMIDE,MANDIPROPAMIDE,MANCOZEBE,MANCOZEBE,MANCOZEBE,,,,,,,SOLAGRI,SYNGENTA,Not Approved
MANDIPROPAMIDE + MANCOZEBE,PERGADO MZ 65 WG,AGRIPROTEC,SYNGENTA,MANDIPROPAMIDE,MANDIPROPAMIDE,MANDIPROPAMIDE,MANCOZEBE,MANCOZEBE,MANCOZEBE,,,,,,,AGRIPROTEC,SYNGENTA,Not Approved
MANÈBE,MANKEY,ETS. MEZGHANI,INDUST. QUIMICA KEY,MANÈBE,MANÈBE,MANEBE,,,,,,,,,,ETS MEZGHANI,INDUST QUIMICA KEY,Not Approved
MANÈBE,PLANTINEB 80WP,SANABEL AGRO,UPL,MANÈBE,MANÈBE,MANEBE,,,,,,,,,,SANABEL AGRO,UPL,Not Approved
MANÈBE,RIDANÈBE,SEPCM,CEREXAGRI/UPL,MANÈBE,MANÈBE,MANEBE,,,,,,,,,,SEPCM,CEREXAGRI UPL,Not Approved
MANÈBE,TRIMANGOL,STEC,CEREXAGRI,MANÈBE,MANÈBE,MANEBE,,,,,,,,,,STEC,CEREXAGRI,Not Approved
MANIPROPAMIDE +ZOXAMID,AMPEXIO WG,BIOPROTECTION,SYNGENTA,MANIPROPAMIDE,MANIPROPAMIDE,MANIPROPAMIDE,ZOXAMID,ZOXAMID,ZOXAMIDE,,,,,,,BIOPROTECTION,SYNGENTA,
MANIPROPAMIDE + OXYCHLORURE DE CUIVRE,REVUS C,BIOPROTECTION,SYNGENTA,MANIPROPAMIDE,MANIPROPAMIDE,MANIPROPAMIDE,OXYCHLORURE DE CUIVRE,OXYCHLORURE DE CUIVRE,OXYCHLORURE DE CUIVRE,,,,,,,BIOPROTECTION,SYNGENTA,
MEFENTRIFLUCONAZOLE + PYRACLOSTROBIN,REVYCARE EC,AGRIPROTEC,BASF,MEFENTRIFLUCONAZOLE,MEFENTRIFLUCONAZOLE,MEFENTRIFLUCONAZOLE,PYRACLOSTROBIN,PYRACLOSTROBIN,PYRACLOSTROBINE,,,,,,,AGRIPROTEC,BASF,
MEFENTRIFLUCONAZOLE,REVYSTAR EC,AGRIMATCO,BASF,MEFENTRIFLUCONAZOLE,MEFENTRIFLUCONAZOLE,MEFENTRIFLUCONAZOLE,,,,,,,,,,AGRIMATCO,BASF,
MEFENTRIFLUCONAZOLE+FLUXAPYROXADE,REVYTREX EC,BIOPROTECTION,BASF,MEFENTRIFLUCONAZOLE,MEFENTRIFLUCONAZOLE,MEFENTRIFLUCONAZOLE,FLUXAPYROXADE,FLUXAPYROXADE,FLUXAPYROXAD (XEMIUM),,,,,,,BIOPROTECTION,BASF,
MEFENTRIFLUCONAZOLE + FLUXAPYROXADE,VERYDOR,COTUGRAIN,BASF,MEFENTRIFLUCONAZOLE,MEFENTRIFLUCONAZOLE,MEFENTRIFLUCONAZOLE,FLUXAPYROXADE,FLUXAPYROXADE,FLUXAPYROXAD (XEMIUM),,,,,,,COTUGRAIN,BASF,
MÉSOSULFURON-MÉTHYL+IODOSULFURON – MÉTHYL SODIUM + MÉFENPYRDIÉTHYL (SAFENER),AMILCAR OD,STEC,BAYER CROPSCIENCE,MÉSOSULFURON-MÉTHYL,MÉSOSULFURON-MÉTHYL,METSULFURON METHYL,IODOSULFURON – MÉTHYL SODIUM,IODOSULFURON – MÉTHYL SODIUM,IODOSULFURON – METHYL SODIUM,MÉFENPYRDIÉTHYL (SAFENER),MÉFENPYRDIÉTHYL (SAFENER),MEFEMPYR DIETHYL,,,,STEC,BAYER CROPSCIENCE,
MÉSOSULFURON-MÉTHYL+IODOSULFURON-METHYL +MÉFENPYRDIÉTHYL,ATLANTIS OD,ATLAS AGRICOLE,BAYER CROPSCIENCE,MÉSOSULFURON-MÉTHYL,MÉSOSULFURON-MÉTHYL,METSULFURON METHYL,IODOSULFURON-METHYL,IODOSULFURON-METHYL,IODOSULFURON-METHYL,MÉFENPYRDIÉTHYL,MÉFENPYRDIÉTHYL,MEFEMPYR DIETHYL,,,,ATLAS,BAYER CROPSCIENCE,
MÉSOSULFURON-MÉTHYL(MESOMAX) +IODOSULFURON +MÉFENPYRDIÉTHYL,AMILCAR,STEC,BAYER CROPSCIENCE,MÉSOSULFURON-MÉTHYL(MESOMAX),MÉSOSULFURON-MÉTHYL(MESOMAX),MESOSULFURON-METHYL (MESOMAX),IODOSULFURON,IODOSULFURON,IODOSULFURON,MÉFENPYRDIÉTHYL,MÉFENPYRDIÉTHYL,MEFEMPYR DIETHYL,,,,STEC,BAYER CROPSCIENCE,
METAFLUMIZONE,VERSIMO 240 SC,AGRIPROTEC,BASF,METAFLUMIZONE,METAFLUMIZONE,METAFLUMIZONE,,,,,,,,,,AGRIPROTEC,BASF,Not Approved
METALAXYL + MANCOZÉBE,CYCLO WP,EL KHADRA,AFRASA,METALAXYL,METALAXYL,METALAXYL,MANCOZÉBE,MANCOZÉBE,MANCOZEBE,,,,,,,EL KHADRA,AFRASA,Not Approved
METALAXYL-M +FLUDIOXINIL + SEDAXANE,VIBRANCE MAXX FS,BIOPROTECTION,SYNGENTA,METALAXYL-M,METALAXYL-M,METALAXYL –M,FLUDIOXINIL,FLUDIOXINIL,FLUDIOXINIL,SEDAXANE,SEDAXANE,SEDAXANE,,,,BIOPROTECTION,SYNGENTA,
METALDEHYDE,ALDEM 3% GR,AGRONOMIC LAND,SHARDA,METALDEHYDE,METALDEHYDE,METALDEHYDE,,,,,,,,,,AGRONOMIC LAND,SHARDA,
METALDEHYDE,ALDEM 3% GR,EXCEL AGRI,SHARDA CROPCHEM LIMITED INDE,METALDEHYDE,METALDEHYDE,METALDEHYDE,,,,,,,,,,EXCEL AGRI,SHARDA CROPCHEM INDE,
METALDEHYDE,LIMAGRAM,EL KHADRA,SIPCAM INAGRA,METALDEHYDE,METALDEHYDE,METALDEHYDE,,,,,,,,,,EL KHADRA,SIPCAM INAGRA,
METALDEHYDE,METAX,DELTA AGRICOLE PLUS,SHARDA CROPCHEM LIMITED INDE,METALDEHYDE,METALDEHYDE,METALDEHYDE,,,,,,,,,,DELTA PLUS,SHARDA CROPCHEM INDE,
MÉTALDÉHYDE,ANTILIMACE GRANULE,SEPCM,CEQUISA S.A,MÉTALDÉHYDE,MÉTALDÉHYDE,METALDEHYDE,,,,,,,,,,SEPCM,CEQUISA S A,
MÉTALDÉHYDE,GHLALA,SANABEL AGRO,UPL,MÉTALDÉHYDE,MÉTALDÉHYDE,METALDEHYDE,,,,,,,,,,SANABEL AGRO,UPL,
MÉTALDÉHYDE,METAKEY,ETS.MEZGHANI,INDUS QUIMICAKEY,MÉTALDÉHYDE,MÉTALDÉHYDE,METALDEHYDE,,,,,,,,,,ETS MEZGHANI,INDUS QUIMICAKEY,
MÉTALDÉHYDE,METAPRO,PROTAGRI,UNITED PHOSPHORUS,MÉTALDÉHYDE,MÉTALDÉHYDE,METALDEHYDE,,,,,,,,,,PROTAGRI,UNITED PHOSPHORUS,
MÉTALDÉHYDE,SUPER META,STEC,"CEQUISA/PHOSPHONIA, SL)",MÉTALDÉHYDE,MÉTALDÉHYDE,METALDEHYDE,,,,,,,,,,STEC,CEQUISA PHOSPHONIA SL,
METAM POTASSIUM,TAMIFUME,AGRO-SYSTEMES,TAMINCO,METAM POTASSIUM,METAM POTASSIUM,METAM POTASSIUM,,,,,,,,,,AGRO SYSTEMES,TAMINCO,
MÉTAM SODIUM,FUMICAL,BIOPROTECTION,UPL/ARYSTA LIFESCIENCE,MÉTAM SODIUM,MÉTAM SODIUM,METAM SODIUM,,,,,,,,,,BIOPROTECTION,UPL ARYSTA LIFESCIENCE,
METARHIZIUMRILEYI STRAIN,NOMU-PROTEC,ALOHA,ANDERMATT PHP (PTY) AFRIQUE DE SUD,METARHIZIUMRILEYI STRAIN,METARHIZIUMRILEYI STRAIN,METARHIZIUMRILEYI STRAIN,,,,,,,,,,ALOHA,ANDERMATT PHP PTY AFRIQUE DE SUD,
METAZACHLOR +QUINMERAC,RAPSAN TDI SC,AGROSYSTEMES,GLOBACHEM,METAZACHLOR,METAZACHLOR,METAZACHLORE,QUINMERAC,QUINMERAC,QUINMERAC,,,,,,,AGROSYSTEMES,GLOBACHEM,
METAZACHLORE,TWIGA,BIOPROTECTION,AAKO BV,METAZACHLORE,METAZACHLORE,METAZACHLORE,,,,,,,,,,BIOPROTECTION,AAKO BV,
METHALDEHYDE,ESCARGOCHE,SOCOOPEC,SHARDA,METHALDEHYDE,METHALDEHYDE,METHALDEHYDE,,,,,,,,,,SOCOOPEC,SHARDA,
METHIOCARBE,MESUROL 200 SC,ATLAS AGRICOLE,BAYER CROPSCIENCE,METHIOCARBE,METHIOCARBE,METHIOCARBE,,,,,,,,,,ATLAS,BAYER CROPSCIENCE,Not Approved
MÉTHOMYL,KUIK 400 SP,SANABEL AGRO,ROTAM AGROCHEMICAL,MÉTHOMYL,MÉTHOMYL,METHOMYL,,,,,,,,,,SANABEL AGRO,ROTAM,Not Approved
MÉTHOMYL,LANNATE 20 L,SEPCM,DU PONT,MÉTHOMYL,MÉTHOMYL,METHOMYL,,,,,,,,,,SEPCM,DU PONT,Not Approved
MÉTHOMYL,LANNATE 25,SEPCM,DU PONT (TAIWAN) AGRISCIENCE/CORTEVA,MÉTHOMYL,MÉTHOMYL,METHOMYL,,,,,,,,,,SEPCM,DU PONT TAIWAN AGRISCIENCE CORTEVA,Not Approved
METHOXYFENOZIDE,RUNNER,PROMOCHIMIE,DOW AGROSCIENCES,METHOXYFENOZIDE,METHOXYFENOZIDE,METHOXYFENOZIDE,,,,,,,,,,PROMOCHIMIE,DOW AGROSCIENCES,Not Approved
METHOXYFENOZIDE,RUNNER,INNOVA,DOW AGROSCIENCES,METHOXYFENOZIDE,METHOXYFENOZIDE,METHOXYFENOZIDE,,,,,,,,,,INNOVA,DOW AGROSCIENCES,Not Approved
METIRAME DE ZINC,LUTIRAM WG,AGRIPROTEC,BASF,METIRAME DE ZINC,METIRAME DE ZINC,METIRAME DE ZINC,,,,,,,,,,AGRIPROTEC,BASF,Not Approved
METIRAME DE ZINC,POLYRAM DF,STIMA,BASF,METIRAME DE ZINC,METIRAME DE ZINC,METIRAME DE ZINC,,,,,,,,,,STIMA,BASF,Not Approved
METRAFENONE,VIVANDO,AGRIPROTEC,BASF / SBM FORMULATION,METRAFENONE,METRAFENONE,METRAFENONE,,,,,,,,,,AGRIPROTEC,BASF SBM FORMULATION,
METRIBUZINE,DANCOR 70,PROTAGRI,UPL,METRIBUZINE,METRIBUZINE,METRIBUZINE,,,,,,,,,,PROTAGRI,UPL,Not Approved
METRIBUZINE,MAESTRO 75 WG,BIOPROTECTION,AAKO,METRIBUZINE,METRIBUZINE,METRIBUZINE,,,,,,,,,,BIOPROTECTION,AAKO,Not Approved
METRIBUZINE,MAYA,SLDA,UPL,METRIBUZINE,METRIBUZINE,METRIBUZINE,,,,,,,,,,SLDA,UPL,Not Approved
METRIBUZINE,SENCOR 600SC,PROMOCHIMIE,BAYER CROPSCIENCE,METRIBUZINE,METRIBUZINE,METRIBUZINE,,,,,,,,,,PROMOCHIMIE,BAYER CROPSCIENCE,Not Approved
METRIBUZINE+ CLOMAZONE,CETUS,AGRIPROTEC,FMC,METRIBUZINE,METRIBUZINE,METRIBUZINE,CLOMAZONE,CLOMAZONE,CLOMAZONE,,,,,,,AGRIPROTEC,FMC,Not Approved
METROBROMURON,PROMAN,NEGANOR,BELCHIM CROP PROTECTION,METROBROMURON,METROBROMURON,METROBROMURON,,,,,,,,,,NEGANOR,BELCHIM,
METSULFURON MÉTHYL,ISOMEXX,AGRIPROTEC,NUFARM,METSULFURON MÉTHYL,METSULFURON MÉTHYL,METSULFURON METHYL,,,,,,,,,,AGRIPROTEC,NUFARM,
METSULFURON MÉTHYL,KARAL,BIOPROTECTION,NUFARM,METSULFURON MÉTHYL,METSULFURON MÉTHYL,METSULFURON METHYL,,,,,,,,,,BIOPROTECTION,NUFARM,
